interaction_nr,position,user_id,text,extended_fulltext,label,diff_after_response
39,from reaction_id,1027213827023224832,@KLM Heb via de klm-site begrepen dat deze vlucht gewoon doorgaat. Maar bedankt voor uw reactie in deze drukke tijd!!,,1.0,1.5
40,from tweet_id,229906892,"@KLM 
Ik vlieg morgen naar Curaçao gaat mijn vlucht door",,0.0,None
40,from response_id,56377143,@iamShartan Op dit moment wordt nog gevlogen van en naar Curaçao. We willen je wel ten zeerste adviseren om onze we… https://t.co/hqLu2hlwiB,@iamShartan Op dit moment wordt nog gevlogen van en naar Curaçao. We willen je wel ten zeerste adviseren om onze website én de website van het RIVM in de gaten te houden.,None,None
40,from reaction_id,164410845,@KLM @iamShartan Is er al duidelijkheid voor jullie? Wij zouden morgen gaan en hebben dezelfde vragen...,,0.0,0.0
41,from tweet_id,73875631,We gaan weer lekker @KLM soapen vandaag. Zoals ik al dacht is de rebook-policy verlengd. Dus ik probeerde te annule… https://t.co/VHuTpfrG7A,"We gaan weer lekker @KLM soapen vandaag. Zoals ik al dacht is de rebook-policy verlengd. Dus ik probeerde te annuleren via hun webformulier. Vulde dat hele ding in, drukte op ""verder"" en toen was alles foetsie. Opnieuw lukt niet. Dus ik ga weer met de bots praten hoor... 😩",-1.0,None
41,from response_id,56377143,"@biancatoeps We hebben zojuist gereageerd op je DM, Bianca. We assisteren je graag.",,None,None
41,from reaction_id,259770545,@KLM @biancatoeps Zet 'm op @KLM !,,0.5,1.5
42,from tweet_id,74988486,Wat is bij KLM aan de hand online inchecken werkt niet klantenservicelijn langer dan 30 min en reageren niet op Messengerberichten,,-1.0,None
42,from response_id,56377143,"@peterglsnews Hi Peter,  we helpen je graag met inchecken. Kun je je boekingscode, ticketnummer, stoelvoorkeur, vol… https://t.co/n4iGwyGm4N","@peterglsnews Hi Peter,  we helpen je graag met inchecken. Kun je je boekingscode, ticketnummer, stoelvoorkeur, volledige naam/namen en e-mailadres sturen in een DM? &gt;&gt;",None,None
42,from reaction_id,74988486,@KLM Bel mij even 0653471777,,0.0,1.0
43,from tweet_id,276563665,@KLM Zijn er problemen met inchecken? # lukt niet via app en website,,0.0,None
43,from response_id,56377143,"@Iloon17 Goedemorgen Ilona, we hebben geen melding ontvangen dat er problemen zijn met het inchecken. We helpen je… https://t.co/TsyInkIDjk","@Iloon17 Goedemorgen Ilona, we hebben geen melding ontvangen dat er problemen zijn met het inchecken. We helpen je graag. Kun je je boekingscode, ticketnummer, stoelvoorkeur, volledige naam/namen en e-mailadres sturen in een DM?",None,None
43,from reaction_id,276563665,"@KLM Goedemorgen, ik heb een DM gestuurd met de gegevens. Alvast bedankt voor de hulp.",,1.0,1.0
44,from tweet_id,81067452,"@KLM snap dat er vluchten worden afgeblazen, maar kunnen jullie wel reageren op de privé berichten die ik en mijn p… https://t.co/8U7WoIe9Nw","@KLM snap dat er vluchten worden afgeblazen, maar kunnen jullie wel reageren op de privé berichten die ik en mijn partner via verschillende kanalen verstuurden om in contact te komen? Alvast dank!",-0.5,None
44,from response_id,56377143,"@Jobvandooren Hoi Job, we hebben momenteel te maken met hoge volumes wegens de storm Ciara. We doen ons best om je… https://t.co/moPGGVc17i","@Jobvandooren Hoi Job, we hebben momenteel te maken met hoge volumes wegens de storm Ciara. We doen ons best om je zo snel mogelijk te assisteren maar net zoals jou zijn er vele andere passagiers die een antwoord op hun berichtje willen ontvangen. Bedankt voor je geduld en begrip.",None,None
44,from reaction_id,81067452,"@klm Was even lastig, maar fijn dat het omboeken gelukt is! Dank voor de hulp! Twitter toch weer het best werkende… https://t.co/WwGP4bNBlt","@klm Was even lastig, maar fijn dat het omboeken gelukt is! Dank voor de hulp! Twitter toch weer het best werkende kanaal!",1.0,1.5
45,from tweet_id,742648904601210881,@KLM Hoe werkt dit met pakketreizen ? (geboekt met de ING rentepunten actie),,0.0,None
45,from response_id,56377143,"@RemcoGerards Dat zal net iets anders gaan, kun je ons in een DM je boekingscode sturen? Dan kijken wij even met je mee.",,None,None
45,from reaction_id,742648904601210881,"@KLM Hoeft niet hoor,  ik was vooral benieuwd. Ik verwacht dat ik gewoon op vakantie kan (Las Vegas), maar het is f… https://t.co/yRs5AUTlED","@KLM Hoeft niet hoor,  ik was vooral benieuwd. Ik verwacht dat ik gewoon op vakantie kan (Las Vegas), maar het is fijn om te weten dat er opties zijn.",0.5,0.5
47,from tweet_id,158803938,@KLM ik snap dat jullie het druk hebben maar als jullie beloven dat we mogen omboeken of een voucher kunnen krijgen… https://t.co/56GK6fTM06,"@KLM ik snap dat jullie het druk hebben maar als jullie beloven dat we mogen omboeken of een voucher kunnen krijgen, moeten jullie daar wel mogelijkheden toe bieden. Het zou makkelijk zijn als dat direct via de website kon bijvoorbeeld.",-0.5,None
47,from response_id,56377143,"@mobydirk 2 Goed om te weten is dat, wanneer wij onverhoopt je pas na de originele vlucht kunnen assisteren wij alt… https://t.co/bJzqYe2nxx","@mobydirk 2 Goed om te weten is dat, wanneer wij onverhoopt je pas na de originele vlucht kunnen assisteren wij altijd de mogelijkheid hebben om de vluchten te herstellen zoals geboekt. We vragen voor nu dus je geduld, dankjewel.",None,None
47,from reaction_id,158803938,@KLM Mooi. Alles is in meervoud gewhatsappt en gemessaged dus dan komt neem ik aan goed als de drukte afneemt. We h… https://t.co/HzO7luXEeW,@KLM Mooi. Alles is in meervoud gewhatsappt en gemessaged dus dan komt neem ik aan goed als de drukte afneemt. We hadden het alleen gewoon zelf kunnen doen als de website had gewerkt.,0.5,1.0
48,from tweet_id,22125702,"@KLM Ik zal het heel lief vragen :) 
Of kunnen jullie alvast een voorzetje geven? 😬 #Thanks #KLM",,0.0,None
48,from response_id,56377143,@basverwijlen Het voorzetje is gegeven! Succes en een fijne vlucht gewenst 😊,,None,None
48,from reaction_id,22125702,@KLM Super! Bedankt en fijne zondag :),,1.0,1.0
49,from tweet_id,199693835,"@KLM Goedemorgen KLM, ik wil mijn ticket wijzigen met vertrek na 31 mei 2020, maar ik kan nergens vinden hoe en waa… https://t.co/lDvICsC5Le","@KLM Goedemorgen KLM, ik wil mijn ticket wijzigen met vertrek na 31 mei 2020, maar ik kan nergens vinden hoe en waar ik zo’n voucher kan aanvragen?",0.0,None
49,from response_id,56377143,"@Marjooo2 Goedemiddag Marjolein, bedankt voor je bericht. Je kan via ons een voucher aanvragen voor jouw ticket. St… https://t.co/iy4a7QIB72","@Marjooo2 Goedemiddag Marjolein, bedankt voor je bericht. Je kan via ons een voucher aanvragen voor jouw ticket. Stuur ons even een DM met daarin je volledige naam, boekingscode, ticketnummer en e-mailadres voor verdere assistentie. Alvast bedankt!",None,None
49,from reaction_id,199693835,"@KLM Bedankt voor jullie snelle reactie, ik heb de gegevens via een DM naar jullie gestuurd.",,1.0,1.0
50,from tweet_id,1681436520,@KLM heb een dm gestuurd 👍🏼,,0.0,None
50,from response_id,56377143,"@HarmenVanMidlum Wij hebben zojuist op je DM gereageerd, Harmen.  🙂",,None,None
50,from reaction_id,1681436520,@KLM Top dank jullie wel👍🏼,,1.0,1.0
51,from tweet_id,41639892,"@KLM De reis zou samen met m’n vader zijn en hij is toevallig dit weekend bij me op bezoek, tot morgenmiddag. Zoude… https://t.co/iRBeBhuTAz","@KLM De reis zou samen met m’n vader zijn en hij is toevallig dit weekend bij me op bezoek, tot morgenmiddag. Zouden we voor morgenmiddag iets definitief weten van jullie? Zodat we samen achter de laptop een nieuwe vlucht kunnen plannen ipv ongezellig via whatsapp? 🙏😊",0.0,None
51,from response_id,56377143,@fm_roos Zou je ons een DM kunnen toesturen zodat we je verder kunnen informeren?,,None,None
51,from reaction_id,41639892,"@KLM Heb ik gedaan hoor, nog voor ik jullie tweete 😊",,0.0,0.0
52,from tweet_id,1238084406415364102,@KLM Kan er misschien 1 van die 33.000 mij helpen aub?! Probeer sinds gisterochtend al iemand te bereiken bij @KLM… https://t.co/IRexxH1N3J,"@KLM Kan er misschien 1 van die 33.000 mij helpen aub?! Probeer sinds gisterochtend al iemand te bereiken bij @KLM , tevergeefs. https://t.co/oh29LqbLdj",-0.5,None
52,from response_id,56377143,@DrsMrLLM Goedemorgen Tim. Naar aanleiding van het door de VS aangekondigde inreisverbod voor Europese landen is KL… https://t.co/D2liDSBSXj,"@DrsMrLLM Goedemorgen Tim. Naar aanleiding van het door de VS aangekondigde inreisverbod voor Europese landen is KLM druk bezig met het inventariseren van de impact van deze maatregel op onze passagiers, vluchten, medewerkers en het bedrijf &gt;&gt;",None,None
52,from reaction_id,1238084406415364102,"@KLM Het is niet heel moeilijk lijkt mij: wij, Europeanen, ZIJN NIET MEER WELKOM IN DE VS! wat is daar niet duidelijk aan?",,-1.0,-0.5
53,from tweet_id,1238171821582712832,"@KLM hi, mijn vlucht naar new york vertrekt binnen 48 uur. Ik zou graag willen annuleren en een voucher hiervoor in… https://t.co/8tjEW6KyB3","@KLM hi, mijn vlucht naar new york vertrekt binnen 48 uur. Ik zou graag willen annuleren en een voucher hiervoor in de plaats krijgen. Ik heb jullie gisteravond al een DM gestuurd. Ik hoor het graag!",-0.5,None
53,from response_id,56377143,"@phu0ng_t Wij mogen en kunnen voor vertrek niet assisteren bij een reisagentboeking, daar de kosten bij hun zijn ge… https://t.co/Rfx3Ev9CmV","@phu0ng_t Wij mogen en kunnen voor vertrek niet assisteren bij een reisagentboeking, daar de kosten bij hun zijn gemaakt en zij in beheer zijn van je boeking. We adviseren je met Expedia contact op te nemen.",None,None
53,from reaction_id,1238171821582712832,"@KLM Dat lijkt me niet juist, het afgeschreven bedrag van mijn creditcard is toch echt rechtstreeks naar de rekenin… https://t.co/xBgPtHWlbr","@KLM Dat lijkt me niet juist, het afgeschreven bedrag van mijn creditcard is toch echt rechtstreeks naar de rekening tnv KLM geboekt. De foutmelding van omboeken via de KLM app is inmiddels verdwenen en kan nu zelf omboeken, is het derhalve niet mogelijk om dan de voucher te krijgen?",-0.5,0.0
54,from tweet_id,820352856524025856,@KLM Ik probeer jullie contactcentrum +31 20 4747 747 te bellen maar ik word niet verbonden. Is er een ander nummer… https://t.co/OhyDFN31Rk,@KLM Ik probeer jullie contactcentrum +31 20 4747 747 te bellen maar ik word niet verbonden. Is er een ander nummer dat ik kan bellen of word dit snel opgelost?,-0.5,None
54,from response_id,56377143,@uhmbeck We assisteren je graag verder. Kun je je vraag met ons delen in een DM? Indien het gaat om een bestaande b… https://t.co/eB2lf36rys,@uhmbeck We assisteren je graag verder. Kun je je vraag met ons delen in een DM? Indien het gaat om een bestaande boeking ontvangen we ook graag je volledige naam en boekingscode. Alvast bedankt!,None,None
54,from reaction_id,820352856524025856,@KLM Ik moet mijn vlucht veranderen door COVID-19. De vlucht is morgen. KLM is niet berijkbaar. Wat kan ik doen?,,0.0,0.5
