interaction_nr,position,user_id,text,extended_fulltext,label,diff_after_response
46,from reaction_id,701722602,@British_Airways I don’t understand why you’re not cancelling all flights given the current situation? How can you… https://t.co/PS4VkOBahJ,@British_Airways I don’t understand why you’re not cancelling all flights given the current situation? How can you let some people get their money back but others can’t even if they were meant to be going to exactly the same place?,-0.5,0.0
47,from tweet_id,74026089,@lufthansa I am flying from Jeddah to Toronto via Frankfurt and I would like to know what is the Lufthansa baggage… https://t.co/FzHr0PBiQL,@lufthansa I am flying from Jeddah to Toronto via Frankfurt and I would like to know what is the Lufthansa baggage policy on bringing Zam Zam water.,0.0,None
47,from response_id,124476322,@LimitedCreditCA If you want to carry Zamzam water on board this is allowed (max. 10 x 100 ml in a transparent bag)… https://t.co/R1Agunp7T8,@LimitedCreditCA If you want to carry Zamzam water on board this is allowed (max. 10 x 100 ml in a transparent bag). If you want to check in Zamzam water we allow one 5 liter container per person to be checked in free of charge. /John,None,None
47,from reaction_id,74026089,"@lufthansa If I want to check in Zamzam water, does the 5 liter per person count towards my baggage allowance or is it on top of it?",,0.0,0.0
48,from tweet_id,15349198,@AmericanAir Gate agent just told me it’s still in LAX and there is no telling where it is. It just has a reroute a… https://t.co/dPVw7AcXKL,@AmericanAir Gate agent just told me it’s still in LAX and there is no telling where it is. It just has a reroute alert now sitting with supervisor.,-0.5,None
48,from response_id,22536055,"@msmarypryor Yes, it's in LAX but it might help if you filed a claim to help move it along.",,None,None
48,from reaction_id,15349198,@AmericanAir They won’t let me leave the airport and now I’m finally on a plane. I can’t file my claim until I land… https://t.co/LcHnWFbIX2,@AmericanAir They won’t let me leave the airport and now I’m finally on a plane. I can’t file my claim until I land. The real question is why wasn’t my bag rerouted or sent the first time? Why is this acceptable protocol when two reservation agents directed it to LGA hours upon hours ago?,-0.5,0.0
49,from tweet_id,341636497,@British_Airways no one answering phones today??,,-0.5,None
49,from response_id,18332190,@Kikomatthews Hi Kiko. Is there anything we can help you with today? Kev,,None,None
49,from reaction_id,341636497,@British_Airways trying to confirm a bike and no one is answering,,0.0,0.5
50,from tweet_id,34928088,@British_Airways you have 5 business class seats available on the delayed BA2277 to Las Vegas. We have been stuck i… https://t.co/0ZBZMHbefJ,"@British_Airways you have 5 business class seats available on the delayed BA2277 to Las Vegas. We have been stuck in Gatwick sine 8.30. Lower the price to £250 and we will take 4 🤗🤗😀😉

#birthdaytreats",0.5,None
50,from response_id,18332190,@Leesteele89 It may be worth speaking to our colleagues at the airport to see if there are any offers available to… https://t.co/ZlMLYqI3h6,@Leesteele89 It may be worth speaking to our colleagues at the airport to see if there are any offers available to upgrade. Apologies for the delay to your flight today. Kev,None,None
50,from reaction_id,34928088,"@British_Airways We have spoken to one of your colleagues, but unfortunately £570 each is not with in our budget. I… https://t.co/DBFIX1lUff","@British_Airways We have spoken to one of your colleagues, but unfortunately £570 each is not with in our budget. Is it worth going to see again?",0.0,-0.5
51,from tweet_id,51659154,Thank you @AmericanAir for being there when another airline did a very poor job today. https://t.co/otlodsjHD2,,1.0,None
51,from response_id,22536055,@e_russell We're glad to have you on board. Let's doing again soon!,,None,None
51,from reaction_id,3165373048,"@AmericanAir @e_russell ""Let's doing again soon!"" Your grammar is as poor as your customer satisfaction",,-1.0,-2.0
52,from tweet_id,132443312,@AmericanAir please check for booking reference dnwtvl,,0.0,None
52,from response_id,22536055,@AishaR_78 Please give us a call at 800-433-7300 or work with our team at the airport for rebooking help.,,None,None
52,from reaction_id,74629826,"@AmericanAir @AishaR_78 Any luck @AishaR_78 ? I was on hold at that number for an hour and a half, got hung up on.… https://t.co/c90oTsnjl7","@AmericanAir @AishaR_78 Any luck @AishaR_78 ? I was on hold at that number for an hour and a half, got hung up on. Now tried again. Still waiting. Nothing nothing nothing",-0.5,-0.5
53,from tweet_id,802527277800161280,"@British_Airways @ChangiAirport get your checkin information correct
5 false informations provided - traversed 2 fl… https://t.co/vzAqXAvBHe","@British_Airways @ChangiAirport get your checkin information correct
5 false informations provided - traversed 2 floors, several zones. NONE allow BA CHECKIN. Then told  to go to open zone 10 (not on public info screen!). Advised by checkin that this is a constant problem!!!! https://t.co/4B3lzHmTIO",-1.0,None
53,from response_id,18332190,"@conorgsmyth Sorry we've given you the runaround today, Conor. We'll pass on your comments to our airport managers.… https://t.co/Bh2qldBv6d","@conorgsmyth Sorry we've given you the runaround today, Conor. We'll pass on your comments to our airport managers. I hope you have a great flight! Emma",None,None
53,from reaction_id,802527277800161280,"@British_Airways Emma, thanks - check-in staff say that this is a REGULAR occurrence, so someone is simply not list… https://t.co/4F3JgUZf0j","@British_Airways Emma, thanks - check-in staff say that this is a REGULAR occurrence, so someone is simply not listening, nor acting. That is the issue. Bad enough the run around, but it occurs regularly!",-1.0,0.0
54,from tweet_id,21891305,"Once upon a time I was a @united 1K flier b/c Denver was a good hub. With the mergers, @AmericanAir gave me better… https://t.co/NN74myWzUr","Once upon a time I was a @united 1K flier b/c Denver was a good hub. With the mergers, @AmericanAir gave me better choices. Today, only flight where I'm going was United. Paid for first class and the only food offered was chips or M&amp;Ms. Really, United?",-0.5,None
54,from response_id,22536055,@EllenHopkinsLit We love flying you to all the places you want and need to go. We'll be waiting for you. Maybe next time.,,None,None
54,from reaction_id,21891305,@AmericanAir For sure next time.,,1.0,1.5
55,from tweet_id,32872451,@AmericanAir I asked @AmericanAir why we were delayed...their answer: “it’s Thursday”. They also delay any flight t… https://t.co/ctaRRD3rCB,@AmericanAir I asked @AmericanAir why we were delayed...their answer: “it’s Thursday”. They also delay any flight that takes off on a day that ends in Y.,-1.0,None
55,from response_id,22536055,@bohamrick We're doing our best to estimate but it comes down to Air Traffic Control. We'll get in the air as soon… https://t.co/4LA6AELsdK,@bohamrick We're doing our best to estimate but it comes down to Air Traffic Control. We'll get in the air as soon as we get the green light.,None,None
55,from reaction_id,32872451,@AmericanAir 45 mins just sitting on the runway with no update from anyone.  YET AGAIN THIS IS UNACCEPTABLE BEHAVIOR.,,-1.0,0.0
56,from tweet_id,2340981568,Hey @lufthansa 24 hours later our bags are still in Paris... Is it normal?? Is it at the level of a world wide company???,,-0.5,None
56,from response_id,124476322,@alex_boeuf I'm truly sorry that the bags have not been forwarded yet. Have you been in contact with the responsibl… https://t.co/KR8qHhfvcA,@alex_boeuf I'm truly sorry that the bags have not been forwarded yet. Have you been in contact with the responsible baggage tracing team? They will be able to tell you more. You can find the phone number on your loss report. /Ted,None,None
56,from reaction_id,2340981568,@lufthansa Is it possible to have less blablabla and more acts???,,-0.5,0.0
57,from tweet_id,788406625157652480,"@easyJet Very welcome, awww wow that would be awesome. Please do let me know if idea is likely to be fruitful. Merry Christmas 🎄🎅",,1.0,None
57,from response_id,38676903,"@DuthieLaura76 I will certainly mention it, hopefully one day Laura. Merry Christmas 🎄🎅Ross",,None,None
57,from reaction_id,788406625157652480,"@easyJet Merry Christmas Ross, have a lovely festive time 🎄🎅",,1.0,0.0
59,from tweet_id,141317414,@AmericanAir There is no logic in that policy either: 1. Almost any convertible car seat is over 20lb and yet is al… https://t.co/Ml4P6zslyR,"@AmericanAir There is no logic in that policy either: 1. Almost any convertible car seat is over 20lb and yet is allowed for gate check in. 2. Almost no other airline has that limit for a stroller. I see this as a clear message to families ""we are not kid-friendly"". Message received.",-0.5,None
59,from response_id,22536055,@PerecMerec In order to be sure you'll be able to take it in the future you'd want one within our guidelines. We're sorry for this.,,None,None
59,from reaction_id,141317414,@AmericanAir There's plenty of airlines to choose from that won't tell me which stroller I am to take to vacation.… https://t.co/1FMPeVddIj,@AmericanAir There's plenty of airlines to choose from that won't tell me which stroller I am to take to vacation. Sorry for parents of 2+ young kids who are yet to know about this policy.,-0.5,0.0
60,from tweet_id,2397959007,@lufthansa feedback ID 33115767.  Can someone please explain to me why no one is reading my emails and I’ve just be… https://t.co/ygrrOZ9Drq,@lufthansa feedback ID 33115767.  Can someone please explain to me why no one is reading my emails and I’ve just been asked for &amp; have given my bank account details for the 5th time???,-0.5,None
60,from response_id,124476322,"@scotinderry According to my colleagues at Customer Relations, they sent you an email today. Kindly also check your spam folder. /Lolo",,None,None
60,from reaction_id,2397959007,"@lufthansa Yes, they sent me an email today, asking for my bank account details for the 5th time!!",,-0.5,0.0
61,from tweet_id,314876329,@AmericanAir canceled our flight from Italy to Chicago without an actual alternative plan in place. Spent two hours… https://t.co/t6mhMhqaOS,@AmericanAir canceled our flight from Italy to Chicago without an actual alternative plan in place. Spent two hours at the airport to hear that all flights to anywhere in the US were overbooked. So now we are on two planes and two different airlines 🙄,-0.5,None
61,from response_id,22536055,@itsbrookebayer Cancellations are always a last resort and we apologize for the delay in your travel.,,None,None
61,from reaction_id,314876329,"@AmericanAir I understand. But hey, thanks for the free hotel, free food and another beach day in Rome 🌞",,1.0,1.5
62,from tweet_id,288328295,"@AmericanAir My son and his girlfriend, both active duty service members have been stuck at LAX for 3 days trying t… https://t.co/2ax55DKQNu","@AmericanAir My son and his girlfriend, both active duty service members have been stuck at LAX for 3 days trying to get to DFW. Delayed supposedly due to weather and are being deny any help even access to a lounge. What gives???",-0.5,None
62,from response_id,22536055,@swmlong Please have them reach out to us directly and we'll take a closer look for them.,,None,None
62,from reaction_id,288328295,@AmericanAir @StevenL39946624  He just got a Twitter account and this is his name.,,0.0,0.5
63,from tweet_id,249995422,@Qantas I gifted my friends my Loungr passes as they are off on their travels. They booked through Qantas but it’s… https://t.co/UtICpr6QGc,@Qantas I gifted my friends my Loungr passes as they are off on their travels. They booked through Qantas but it’s an emerits flight. They were so looking forward to the lounge. What’s the deal? You let the husband in and not the wife and kids. #shame,-1.0,None
63,from response_id,218730857,"@DannyJBarton Hi Danny, complimentary lounge passes are on an admit one only basis. Do you mind DMing their flight… https://t.co/8QMKJfgiIS","@DannyJBarton Hi Danny, complimentary lounge passes are on an admit one only basis. Do you mind DMing their flight details and if they all had lounge passes. GD",None,None
63,from reaction_id,249995422,@Qantas They had 4. One each for every person travelling. They are now boarding in 30 minutes... it’s just a shame… https://t.co/la62KCi1ck,@Qantas They had 4. One each for every person travelling. They are now boarding in 30 minutes... it’s just a shame as they were really looking forward to the experience.,-0.5,0.5
64,from tweet_id,1114592887986118656,"@AmericanAir oh, and not to mention it took so long to get a new iPad with charts that we had to refuel. Thanks for… https://t.co/egCxa3ELi3","@AmericanAir oh, and not to mention it took so long to get a new iPad with charts that we had to refuel. Thanks for helping to add to the CO2 by idling this plane for an hour in the gate. #dumbairline",-1.0,None
64,from response_id,22536055,@thesethpian Our airport team will get you going as soon as possible. Thanks so much for your patience.,,None,None
64,from reaction_id,1114592887986118656,@AmericanAir Ha!!!! Funniest goddam joke I’ve heard today.  @americanair - you used to be so much better. Sad. Path… https://t.co/AmwEhfoxgd,@AmericanAir Ha!!!! Funniest goddam joke I’ve heard today.  @americanair - you used to be so much better. Sad. Pathetic.  For a stupid iPod? Better pilots maybe? Hour ten on the tarmac - about time to bring the fuel truck again for another hour delay????,-1.0,0.0
65,from tweet_id,842334397462417408,My first flight with a WiFi enabled @British_Airways aircraft. I didn't have the chance to try it today as only on… https://t.co/MbxwifT4uF,"My first flight with a WiFi enabled @British_Airways aircraft. I didn't have the chance to try it today as only on a shirt flight but I like to have the option 
#travel #PaxEx https://t.co/FUivxoUksH",1.0,None
65,from response_id,18332190,@FLYSpeedbird1 Ahh you're making me hungry! We hope to introduce this on more of our aircraft in the near future #ExcitingTimesAhead Tom,,None,None
65,from reaction_id,842334397462417408,@British_Airways Exciting times indeed and digital experience is so important 👍👍,,1.0,0.0
66,from tweet_id,43734019,"@KLM Hi, I just got off of a flight from JFK to Amsterdam and realized I had left my earphones on board. Is there a way to get those back?",,0.0,None
66,from response_id,56377143,"@biancabarcelo For items lost on an Amsterdam-bound, KLM flight, please send a Direct Message with your name as sta… https://t.co/R5GQo5VyQM","@biancabarcelo For items lost on an Amsterdam-bound, KLM flight, please send a Direct Message with your name as stated on ticket, flight number, flight date, booking code, seat number, email address, phone number and description of the item. Otherwise, please contact the airport of arrival.",None,None
66,from reaction_id,43734019,@KLM DM-ed.,,0.0,0.0
67,from tweet_id,2189205949,"As if this isn’t bad enough, their customer service reps on the phone were so rude and unhelpful. @AmericanAir",,-1.0,None
67,from response_id,22536055,@TheRaroLae We want to be flexible and it sounds like you have a Basic Economy ticket. Changes aren't allowed on th… https://t.co/cO9UoYhZLL,@TheRaroLae We want to be flexible and it sounds like you have a Basic Economy ticket. Changes aren't allowed on this fare. https://t.co/MKvFFVWJdz.,None,None
67,from reaction_id,2189205949,"@AmericanAir Wow, so once again, horrible customer service. “It seems”,  you haven’t even asked for a confirmation… https://t.co/34TnmpmLFu","@AmericanAir Wow, so once again, horrible customer service. “It seems”,  you haven’t even asked for a confirmation number and this is your solution . Horrible.",-1.0,0.0
68,from tweet_id,835670435618500608,"Flight attendant was racist on connecting flight #Lufthansa , #LH756 FRA to BOM booked through #unitedAIRLINES !! W… https://t.co/SzYjxQWzpe","Flight attendant was racist on connecting flight #Lufthansa , #LH756 FRA to BOM booked through #unitedAIRLINES !! Worst experience I ever had!!

@Lufthansa_USA @lufthansa @united https://t.co/BciuKBsXMZ",-1.0,None
68,from response_id,124476322,@namitahaldankar @Lufthansa_USA @united Sorry to hear. Lufthansa dissociates itself from any kind of racism or disc… https://t.co/7JfKxhl9DN,"@namitahaldankar @Lufthansa_USA @united Sorry to hear. Lufthansa dissociates itself from any kind of racism or discrimination. We value each customer equally. I will forward your feedback internally. If you want to provide us with an official feedback, please use our feedback form: https://t.co/pviMUdUu2H. /John",None,None
68,from reaction_id,835670435618500608,"@lufthansa @Lufthansa_USA @united I did give my feedback on mentioned link also via email.
Thanks!",,1.0,2.0
69,from tweet_id,1011423680,@AmericanAir like how can you guys put my luggage on a plane that i wasn’t in??,,-0.5,None
69,from response_id,22536055,@Yeooo_ If it's with the delivery company you'll be able to track it here: https://t.co/CWhl8tcyzH,,None,None
69,from reaction_id,1011423680,"@AmericanAir i did that, the tracking is completely wrong and i can’t contact anyone",,-0.5,0.0
70,from tweet_id,176545170,@easyJet good morning I’m aware you will have lots of messages similar just wondering if our flights from turkey bo… https://t.co/OQ1nO38wrT,@easyJet good morning I’m aware you will have lots of messages similar just wondering if our flights from turkey booked via Thomas cook on 5th October will still be valid?,0.0,None
70,from response_id,38676903,"@titch180 Can you DM me across your booking reference, email address and the name of the booker please Richard? I w… https://t.co/aPrZUOmlWb","@titch180 Can you DM me across your booking reference, email address and the name of the booker please Richard? I will take a look at it for you. - Dan https://t.co/Qq2zhBAizh",None,None
70,from reaction_id,1007402598,@easyJet @titch180 I have a similar query should be flying tonight early hours TC package but you are supplying flights.... Help,,0.0,0.0
71,from tweet_id,512907396,"@British_Airways In case the pilots strike goes ahead and my flight is cancelled, will I still earn tier points and… https://t.co/3oX0914HG1","@British_Airways In case the pilots strike goes ahead and my flight is cancelled, will I still earn tier points and avios as per original booking ? I’m trying to requalify for silver status with an already booked flight in F on 12th Aug. If it’s cancelled, I’ll miss the mark :/",0.0,None
71,from response_id,18332190,"@HA270590 Tier and Avios points need to be earned, Hasan.  If you don't take the flight for whatever reason, then y… https://t.co/9ViTLLJoIS","@HA270590 Tier and Avios points need to be earned, Hasan.  If you don't take the flight for whatever reason, then you wouldn't be awarded the points.  We are planning to operate our schedule as normal, however.  Lolly",None,None
71,from reaction_id,512907396,"@British_Airways Hi Lolly, thanks for the kind confirmation in writing that the schedule will be respected and that… https://t.co/xeE2iYwlqa","@British_Airways Hi Lolly, thanks for the kind confirmation in writing that the schedule will be respected and that there will be NO cancellations even if there’s a pilots strike. FYI, During the last strike, tier points and avios were awarded to pax who’s flights were cancelled :)",0.5,0.5
72,from tweet_id,870102206875181056,@VirginAtlantic Virgin Atlantic - the way you treat your biz class passengers - even a low cost carrier wont treat… https://t.co/xLO8prNxld,@VirginAtlantic Virgin Atlantic - the way you treat your biz class passengers - even a low cost carrier wont treat same way. Flight mis-connection very badly handled by your staff...,-0.5,None
72,from response_id,20626359,@Sumit_14101978 Thanks for contacting us today! Sorry to hear you're not happy with us at the moment. Can you DM us… https://t.co/VXRf6Zm87m,@Sumit_14101978 Thanks for contacting us today! Sorry to hear you're not happy with us at the moment. Can you DM us your booking reference so we can understand more and try to help? Thanks^LE,None,None
72,from reaction_id,870102206875181056,@VirginAtlantic @BBCBreaking @MoCA_GoI - please look into the way Indian passengers are being treated by Virgin atlantic.,,-0.5,0.0
73,from tweet_id,1027098103,"@British_Airways Well, the fast track at north security merges to the normal queues which defies the point of dedic… https://t.co/WVvc6gOJdf","@British_Airways Well, the fast track at north security merges to the normal queues which defies the point of dedicated fast track. Also overheard from @HeathrowAirport security member: “I was trained a month ago so I don’t know what I’m doing now”. Which is worrying... 😐",-0.5,None
73,from response_id,18332190,"@iambhavski Yes, that must be frustrating. That doesn't good at all. I'll certainly pass this on to the airport. We… https://t.co/j7J5N9BQAI","@iambhavski Yes, that must be frustrating. That doesn't good at all. I'll certainly pass this on to the airport. We apologise for the inconvenience caused. Chris",None,None
73,from reaction_id,1027098103,"@British_Airways Sorry for another moan, Group 1 and 2 held back to allow those checking their bag in first for pre… https://t.co/8XgbuH2hMC","@British_Airways Sorry for another moan, Group 1 and 2 held back to allow those checking their bag in first for pre-boarding... what’s the point? https://t.co/lqmrlgyC9f",-0.5,0.0
74,from tweet_id,1229496629192949760,@easyJet Also I I would like an apology for my partner and I for the treatment we received from Dawn at Stanstead a… https://t.co/upZlg6pnZW,"@easyJet Also I I would like an apology for my partner and I for the treatment we received from Dawn at Stanstead and her surname so I can pass on to my solicitor as I think her behaviour was unlawful,and the other laddie that was working at the check in could maybe be asked to help to",-0.5,None
74,from response_id,38676903,"@DanielEMaitlan1 I'm sorry to hear that, Daniel. If you can send us a DM with your booking ref, booker's name and t… https://t.co/lMv2arKyAZ","@DanielEMaitlan1 I'm sorry to hear that, Daniel. If you can send us a DM with your booking ref, booker's name and the email address used to make the booker. Thanks, Lee",None,None
74,from reaction_id,1229496629192949762,@easyJet I’m not Dm ing you I’ve nothing to hide my booking ref number is K126RVG my flight number was EYZ265 16 Fe… https://t.co/efq7dBHvD1,@easyJet I’m not Dm ing you I’ve nothing to hide my booking ref number is K126RVG my flight number was EYZ265 16 February at 19.40 you should find all the information you need there I look forward to your response,0.0,0.5
75,from tweet_id,23860885,@airfrance i don’t understand.  I was told that I have business class all the way through but on the CDG NCE part t… https://t.co/FCQ45a8qDG,@airfrance i don’t understand.  I was told that I have business class all the way through but on the CDG NCE part there is no business and everyone acted like I should know.  Not even priority boarding.  I was told that you board by zones.  Although the screen shows sky priority,-0.5,None
75,from response_id,106062176,"@Maryjanewine Hello, thank you for reaching out to us. For your further assistance, kindly send us your booking cod… https://t.co/LDn5vFCu3a","@Maryjanewine Hello, thank you for reaching out to us. For your further assistance, kindly send us your booking code via direct message. We will wait for your response.",None,None
75,from reaction_id,23860885,@airfrance I replied and they asked me what this is about,,0.0,0.5
76,from tweet_id,240788294,@British_Airways so flights showing as available using my Avios but not allowing me to book. The agent was also una… https://t.co/NSM3hauRxL,@British_Airways so flights showing as available using my Avios but not allowing me to book. The agent was also unable to do so and was most unhelpful.  Can you advise why flights are showing as available but not allowing me to book,-0.5,None
76,from response_id,18332190,"@sanjaymaz This is concerning to hear, Sanjay. We do have a live system that's updated every 24 hours, so it could… https://t.co/tmAnjcS43p","@sanjaymaz This is concerning to hear, Sanjay. We do have a live system that's updated every 24 hours, so it could be that the availability has already been taken. However, we'd like to look into this. Could you tell us which flights you're looking for? Chris",None,None
76,from reaction_id,240788294,@British_Airways The system still shows as available when I log in right now,,0.0,0.5
77,from tweet_id,1018655442917101568,@AmericanAir Thanks for looking into it I really hope this becomes one of them.,,1.0,None
77,from response_id,22536055,@sport_bucks We're always happy to take a look. You can also check out where we fly here: https://t.co/BhEqSlOhOZ,,None,None
77,from reaction_id,1018655442917101569,@AmericanAir Dallas has been your most popular connection flight from Chicago out of Green Bay,,0.0,-1.0
78,from tweet_id,398945424,@British_Airways Aw thats great. Thanks for your help Julie,,1.0,None
78,from response_id,18332190,"@Ruthhendry7 You're very welcome, Ruth. Give us a shout if we can help you with anything else. JulieR",,None,None
78,from reaction_id,398945424,"@British_Airways Sorry Julie, 1 more thing when I drop my bags at Glasgow will they go straight to the new york fli… https://t.co/ZEcZODtCwR","@British_Airways Sorry Julie, 1 more thing when I drop my bags at Glasgow will they go straight to the new york flight. I dont need to pick them up again in London? Thanks",0.5,-0.5
79,from tweet_id,140991120,@AmericanAir what gives! No crew?! Seriously! Flight attendants don’t even know if we should get off the plane beca… https://t.co/HtvAevU5fo,@AmericanAir what gives! No crew?! Seriously! Flight attendants don’t even know if we should get off the plane because the people at the gate can make a decision! What is this madness?,-1.0,None
79,from response_id,22536055,@intellectmusic1 We've had a bit of bad weather at a major hub and could be they're delayed. DM us your record loca… https://t.co/3UcIlpPufa,@intellectmusic1 We've had a bit of bad weather at a major hub and could be they're delayed. DM us your record locator so we can take a look.,None,None
79,from reaction_id,140991120,@AmericanAir Sent! We finally have a crew. My 4hr trip is now a 12hr day.,,0.5,1.5
